game_id,game_name,uuid,timestamp,angry,disgusted,fear,sad,surprised,happy,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,Card Flipper,6,1.60571E+12,0.045524637,0.124010038,0.012308778,0.085315799,0.067749685,0.109429545,0.687074832,-0.105200544,123.2049039,85.50181262,1.991606105,-3.437602577,9.558734012,-1.126912917,2.960427831,-2.693009059,3.109405479,-0.522775462,-0.088209437,2.953069516,-0.164334938,7.113430559,-1.514589871,-0.208478385,0.78112548,0.798134529,0.556364655,-0.855223793,-0.016203103,-0.152967642
1,Card Flipper,6,1.60571E+12,0.058236759,0.139218712,0.013613077,0.104648265,0.050458326,0.075123061,0.687558862,-0.098073787,123.6212693,84.29593307,1.919150928,-3.387252995,9.166614252,-0.927564995,2.39034068,-2.187552037,2.880621837,-0.745438904,-0.028748811,2.938651347,-0.148888303,7.113430559,-1.530309629,-0.327092558,0.680196007,0.599449242,0.399251499,-0.792422043,-0.038603871,-0.121684393
1,Card Flipper,6,1.60571E+12,0.083366699,0.194806431,0.015074974,0.11831818,0.026060196,0.060020373,0.696030764,-0.113503388,120.5850523,84.44609021,1.531640386,-3.427071891,8.833544042,-0.337095599,0.896660289,-1.306780156,1.646143095,-0.267415178,0.308952384,3.62895092,-0.393582981,7.113430559,-1.269112854,-0.496864861,0.345706921,0.620566056,0.62202349,-0.627040176,-0.09892117,-0.149995056
1,Card Flipper,6,1.60571E+12,0.103067697,0.240109169,0.015606067,0.117779879,0.020021388,0.051359833,0.69692408,-0.117135107,121.2927836,86.72211416,1.581660113,-6.3044877,8.434888936,-0.635663888,0.986155239,-1.720334779,2.120344843,-0.372400302,0.263483724,3.779301547,-0.406461954,7.113430559,-1.287222911,-0.398447315,0.835196528,0.420708142,0.446928142,-0.968615276,-0.055716862,-0.099074315
1,Card Flipper,6,1.60571E+12,0.045444728,0.071314092,0.009569339,0.153280379,0.170961222,0.100050661,0.675662992,-0.096558736,124.2954998,80.89044438,4.6338609,-9.993587355,8.456215533,-2.879884792,-0.014988185,-3.223894215,5.477168838,0.807377179,0.020730162,-0.52438932,-0.021010021,2.552791321,-1.676436725,-0.395248005,0.874851893,0.211153273,0.336675151,-0.96429077,0.112832622,-0.359685818
1,Card Flipper,6,1.60571E+12,0.084326243,0.184674851,0.016044056,0.112819143,0.024760667,0.062118092,0.686276095,-0.1247774,121.6235167,82.94968627,1.69114588,-1.624060005,8.422226396,0.191013006,1.56755928,-1.450257483,1.70893081,-0.27452343,0.090580347,3.543562819,-0.229495953,7.113430559,-1.366642989,-0.526966206,0.589471935,0.52970585,0.423969645,-0.693990398,0.014803108,0.023033166
1,Card Flipper,6,1.60571E+12,0.053139046,0.118844717,0.014286399,0.112060868,0.056518567,0.083339861,0.67373658,-0.111576029,123.9940531,82.91657547,2.180507005,-3.320820223,8.561146432,-0.597774215,2.39489736,-1.873312168,2.828103405,-0.971094971,-0.003800187,2.348465674,-0.221076889,7.113430559,-1.535176647,-0.234233308,0.839412795,0.651249102,0.423190767,-0.653008985,-0.061966405,-0.083590987
1,Card Flipper,6,1.60571E+12,0.082092377,0.161930622,0.015153148,0.109348732,0.033176631,0.05795531,0.680452663,-0.12504351,119.0369797,82.90520112,-0.131549132,-1.200647963,8.525398462,0.57818303,1.453948033,-0.976814987,1.539462058,-0.108671378,-0.118251771,3.540554293,-0.065571217,7.113430559,-1.382955854,-0.653230268,0.295906005,0.59196376,0.569208226,-0.654708194,0.004241209,-0.33772055
1,Card Flipper,6,1.60571E+12,0.055024134,0.136737008,0.010833539,0.099031597,0.050279094,0.09055569,0.663738946,-0.115240764,123.9013354,86.38578701,2.48210317,-3.46795531,9.472981215,-1.400048312,2.326152878,-2.000619767,2.878579155,-0.603830378,-0.199626127,3.078214845,-0.094981667,7.113430559,-1.70458796,-0.049169069,0.34373613,0.885613621,0.729832405,-0.806324234,-0.055020221,-0.22963747
1,Card Flipper,6,1.60571E+12,0.091062716,0.205589906,0.013975829,0.107757029,0.022571086,0.058764455,0.677835434,-0.149388497,117.5989976,88.15863526,1.200976814,-3.967871405,8.6884551,-0.083075156,2.156267331,-1.946271436,2.399579484,-0.407914798,-0.171390268,3.477199717,-0.106668758,7.113430559,-1.497067438,-0.398807326,0.678278987,0.469980658,0.564312281,-0.832564141,-0.063432431,-0.091354083
1,Card Flipper,6,1.60571E+12,0.049767002,0.110231821,0.01065769,0.105354059,0.067268965,0.087037712,0.649499139,-0.104045139,121.8816243,83.84784591,-0.362992208,0.605802829,10.61684391,-2.062279273,4.86337975,-3.807003175,4.289763395,-0.060844711,-0.909370362,1.341609126,0.356342956,7.113430559,-2.059623449,-0.68027841,0.546594714,0.507180298,0.552935105,-0.939060979,-0.07398111,-0.040523585
1,Card Flipper,6,1.60571E+12,0.080584848,0.15064124,0.01365,0.0884858,0.043290493,0.056807471,0.671859389,-0.111628802,120.4742066,83.05324264,0.260776055,-2.426017714,8.471823311,-0.183021638,1.992809121,-1.232321941,2.572695126,-0.907782028,-0.254333715,2.848585302,0.180949022,7.113430559,-1.431112088,-0.27193618,0.642945207,0.641880553,0.321038619,-0.855481832,-0.00278711,-0.148875933
1,Card Flipper,6,1.60571E+12,0.08462359,0.2024531,0.014792631,0.133644923,0.022552996,0.054341338,0.678683866,-0.126690595,120.4389284,86.10171048,2.160461293,-3.920264149,9.082989922,-0.781263936,2.000931615,-1.96458638,2.639017582,-0.758534191,-0.468142558,2.716602394,-0.125319305,7.113430559,-1.647959938,-0.048711993,0.609664297,0.641400378,0.657895045,-0.854759705,-0.215757869,0.037071357
1,Card Flipper,6,1.60571E+12,0.085684962,0.189016704,0.014135088,0.129711556,0.037399279,0.057500591,0.6799448,-0.107421097,122.7633443,86.92026185,2.693856487,-6.78047718,8.404954316,-1.324175422,1.63519495,-1.223515749,2.616484942,-1.693553598,0.333691381,2.712664384,-0.200884558,7.113430559,-1.551748891,0.451939485,0.825051803,1.047355061,0.525652988,-0.866557239,-0.101105807,-0.164373184
1,Card Flipper,6,1.60571E+12,0.083271801,0.196285364,0.014088009,0.097162785,0.026451363,0.070740687,0.68899298,-0.12265727,121.1912979,85.69640147,1.090980639,-4.450389671,8.53945359,-0.346922705,0.855382464,-1.294428857,1.782937909,-0.148421099,0.201738574,3.975825038,-0.16823242,7.113430559,-1.201467565,-0.377690782,0.464407735,0.460170552,0.558804083,-0.896946512,-0.095910193,-0.316597381
1,Card Flipper,13,1.60572E+12,0.202274009,0.029740598,0.049770163,0.056366735,0.147995313,0.010019441,0.417503166,-0.240855085,112.445555,131.5974132,-1.950300187,0.919096429,-2.590236924,2.108879079,-1.154594771,1.457714251,0.648889695,-0.724094737,1.227713648,1.379519718,0.356504503,-2.089686456,0.694293297,-0.875018309,-1.225284338,0.055466778,0.597811474,0.506466644,0.381284399,0.478777206
1,Card Flipper,13,1.60572E+12,0.278741406,0.06085975,0.074214251,0.078557123,0.118687278,0.003720473,0.548876533,-0.40934324,95.31682716,141.5535917,-9.118592727,8.424358407,-5.932382913,3.250649076,2.480226083,4.073562899,3.296916318,-0.848688452,-0.086525853,-1.56753665,1.472493955,0.846634929,-0.549825023,-0.142755682,-0.381259566,-0.02691222,0.119482649,-0.450740558,1.030901947,-0.216148032
1,Card Flipper,13,1.60572E+12,0.329055702,0.114938546,0.054123223,0.014048722,0.045315033,0.00661471,0.197533118,-0.208971626,289.5511866,207.936526,7.554104487,6.51317648,-8.311507789,1.938408201,-0.847884236,1.994950394,2.108466378,2.035938326,-0.684077371,3.040294609,0.766849861,7.113430559,0.760050074,-1.160885893,0.547740339,-0.283166296,-0.806037144,-0.299680017,0.061129275,0.287927542
1,Card Flipper,13,1.60572E+12,0.179995188,0.05124248,0.074617092,0.005930952,0.020136381,0.005984232,0.232498384,-0.378227941,279.4220656,217.830359,15.48809875,4.853017468,-4.461982226,10.99873603,-1.678818148,0.141622969,2.639162903,1.459541962,-0.272681708,7.70506868,-0.248414286,7.113430559,-0.212914921,-0.69983165,-1.403255111,-0.426762013,0.435197251,-0.046922112,-0.392875158,-0.224225216
1,Card Flipper,13,1.60572E+12,0.414733237,0.341506858,0.107186694,0.003416463,0.03297391,0.042996655,-0.129170032,0.046026397,184.2149653,166.9737402,-28.43126069,6.242319719,-7.109901625,-0.324460277,-1.920912457,-1.319863762,0.649540385,-1.507880862,-0.077411668,5.821987001,0.502909075,-7.113430559,-0.045107477,0.215656491,-0.120007681,0.232437917,-0.321522055,-0.534440648,0.036633076,0.110778687
1,Card Flipper,13,1.60572E+12,0.276728652,0.217919908,0.140426258,0.007754453,0.065891997,0.051054666,-0.131551977,0.038620684,188.141737,169.2479368,-26.18003232,6.170880956,-7.417721795,0.267955925,-1.760673869,-1.036962433,0.159574206,-0.571019513,0.151554647,5.174805477,0.410086696,-7.113430559,-0.015010578,0.182399355,-0.051700936,0.266362864,-0.321216606,-0.651221816,0.15882859,0.160267669
1,Card Flipper,13,1.60572E+12,0.330569292,0.258790156,0.125988137,0.00431663,0.051965569,0.058232895,-0.121867615,0.047096487,188.8026603,168.7151766,-27.14606779,5.349234244,-7.466672708,0.308609183,-1.548490229,-1.407419923,0.117976695,-1.125974615,-0.16315663,5.451521774,0.653354204,-7.113430559,0.084382112,-0.065968789,-0.082549722,0.176023589,-0.396941421,-0.565651246,0.187460723,0.13423933
1,Card Flipper,13,1.60572E+12,0.349203007,0.248999517,0.035308421,0.021635625,0.010301068,0.032557366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.257505384,0.213113206,0.034368547,0.037682817,0.013797423,0.052285812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.047882814,0.05095527,0.028924876,0.077918231,0.112957268,0.304477133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.212997494,0.096334369,0.030427095,0.036021986,0.021009861,0.02769579,0.172048644,-0.302646365,287.2746591,218.9117892,12.61419185,0.972557717,1.13549147,5.765518387,-0.579997782,2.555242326,1.987375092,1.806701286,0.173597612,7.474880835,0.653623519,7.113430559,-0.585441659,-0.924089322,-0.688083259,-0.24816987,0.423342211,0.176061051,-0.208598609,0.024902557
1,Card Flipper,13,1.60572E+12,0.015782065,0.025276277,0.014569317,0.473481185,0.209185933,0.523499255,-0.092162118,-0.382706177,292.5486933,204.9201916,13.72883368,8.299232631,2.610734714,-1.585106434,0.508852362,0.534376955,-1.405336451,0.408061867,-0.06261687,-7.70506868,-0.077824847,5.310281676,0.175075413,-0.758892606,0.308474716,-0.205129421,0.096121054,-0.012975436,-0.076155668,0.362067018
1,Card Flipper,13,1.60572E+12,0.112551737,0.224632538,0.043330817,0.059312329,0.027167041,0.119432007,-0.160273368,-0.435055403,291.8019199,209.3598467,9.441893115,4.511630012,1.91376046,1.093925303,2.387178409,-0.907816115,-1.254762062,-0.950419851,0.039054679,1.282401465,-0.228775337,-2.059616187,0.578171787,-0.449936329,0.69287338,-0.421799983,-0.125357375,-0.134283956,0.035083258,-0.061946586
1,Card Flipper,13,1.60572E+12,0.114928483,0.104993891,0.018644234,0.047994172,0.042237183,0.123891658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.034091695,0.018421048,0.025758276,0.297915144,0.239836517,0.235012426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.324238732,0.115725085,0.050220552,0.012318492,0.012357189,0.003824861,-0.398711286,0.038901795,335.87296,120.9076339,-0.750713125,0.833563841,-1.86743475,1.619684214,0.554796574,1.181375974,0.141274566,0.236604198,0.635158046,-1.343439871,0.055691826,-0.501413111,-0.093639391,-0.467113203,-0.236006981,-0.017212534,0.094717098,-0.219404306,0.232594551,0.09309003
1,Card Flipper,13,1.60572E+12,0.022291028,0.019668548,0.022318922,0.262307278,0.232055903,0.425487802,-0.488435727,0.032114345,339.6675741,126.9180234,-11.03317021,1.422849071,-1.213038584,-0.107530671,-0.600346465,0.079492939,0.524518698,-0.114676028,-0.288875885,-3.459706989,-0.059197811,0.827545738,0.045408631,0.208398488,-0.133365638,-0.062922425,0.194718167,0.088669934,-0.259509039,-0.089601051
1,Card Flipper,13,1.60572E+12,0.148822934,0.16250618,0.030331004,0.030579392,0.028135612,0.12257276,-0.153292168,0.015831712,327.6354821,94.1419574,-1.158998801,0.426637865,-1.520539936,-0.486371231,0.291595978,1.460445301,-0.041079107,-0.279340265,0.477880041,-2.006440503,0.521715726,-1.032591612,0.097680889,0.232144409,-0.258948048,0.14422142,-0.286291876,-0.035952459,-0.10176353,-0.179687562
1,Card Flipper,13,1.60572E+12,0.071532167,0.107072995,0.011301158,0.087002074,0.037478539,0.36469645,-0.237906189,-0.07647239,327.8486231,102.5666209,-2.142520285,4.428818743,3.055166126,-1.681588005,-2.523867614,-0.355195781,0.237833065,0.717943205,-0.226960089,3.512857505,-0.507140008,-6.506628451,0.193268485,-0.112623811,0.218936744,-0.121996027,-0.126775421,0.114596116,-0.071202481,-0.036044954
1,Card Flipper,13,1.60572E+12,0.136542204,0.166176164,0.031769504,0.024712618,0.031973759,0.165414397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.11150933,0.131881757,0.033967672,0.038360469,0.040319953,0.164927055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,13,1.60572E+12,0.045128824,0.059853208,0.011563774,0.215961417,0.078245281,0.394235308,-0.206242272,-0.06730439,327.6373278,100.1987676,2.7262314,6.384973265,3.675919835,-2.535099832,-0.442403016,1.258814525,0.399938598,0.211547019,-0.235595264,-1.008236202,0.106500109,-6.565568596,0.379285634,0.133414853,-0.07668375,0.047005697,-0.111883354,0.056798828,-0.276850903,-0.036955051
1,Card Flipper,13,1.60572E+12,0.059340718,0.076527485,0.016870664,0.170761706,0.061360736,0.226602621,0.267008297,-0.448911251,273.2662914,192.5894039,3.654557634,-1.845803122,-2.32359277,-0.614350718,1.533591817,0.583363835,-0.013038545,-0.508853209,-0.120878196,-1.09099058,0.270347572,3.783797946,-0.845298531,0.209637856,-0.411013918,-0.041638672,0.154583642,-0.176731438,0.198245678,-0.076049848
1,Card Flipper,13,1.60572E+12,0.444755443,0.118259322,0.060744693,0.010485998,0.008377378,0.001573126,0.190635167,-0.351684315,283.308832,219.7309439,12.28696986,7.799102908,-2.811549151,9.42774171,-0.760820998,2.302159396,1.752565729,0.979694482,0.177431398,7.638254802,-0.040601699,7.047335387,-0.658627587,-0.612426482,-1.231721468,-0.462759904,0.749901864,0.267750958,-0.091273946,-0.229943834
1,Card Flipper,13,1.60572E+12,0.011882179,0.004100692,0.015187014,0.27686522,0.338858065,0.136145375,1.234856572,0.026660161,108.5599245,83.76027006,-1.340365343,16.36955606,1.708305612,2.66823394,3.062227241,-0.113310539,4.471291143,-0.949196858,0.248471487,-4.540923405,0.547485952,-3.239233135,-1.636633395,0.524004816,-0.295967579,0.140074306,1.483871056,0.227080662,0.147047959,-0.688539803
1,Card Flipper,13,1.60572E+12,0.016180925,0.005085022,0.016941573,0.389139677,0.31643506,0.094555699,1.230721882,0.066643202,114.2217295,82.3752288,1.637111213,14.82214863,1.005372913,2.584566576,2.406346966,-0.053212254,4.249828838,-1.860678499,0.06868758,-4.56999807,-0.099422508,-2.560403005,-1.512914476,1.646548908,-0.242316865,0.592007545,1.437851383,0.157751951,-0.172022652,-0.286819316
1,Card Flipper,13,1.60572E+12,0.023458578,0.00564405,0.017715599,0.282989902,0.338834101,0.079681631,1.235749024,0.008313677,106.7389791,84.31111017,-1.540346796,13.62655215,0.757238364,1.785455921,2.376696619,-0.171073867,4.576762039,-1.295612058,0.254213226,-5.003068087,0.40975619,-1.812032265,-1.589466178,0.737105264,-0.261500052,0.249337111,1.470170799,0.198952506,0.012537632,-0.416077115
1,Card Flipper,13,1.60572E+12,0.025283191,0.006282992,0.023612681,0.333903272,0.337113094,0.065216317,1.241765226,0.018580505,109.8542793,82.9938015,-0.364563635,13.42541965,0.944098607,2.170716898,3.134807943,0.846787432,4.289769463,-1.469324257,0.406047012,-5.427970504,0.749167149,-1.900371993,-1.402077678,0.745031669,-0.197731377,0.4074249,1.312421607,0.298936674,0.261645082,-0.763701178
1,Card Flipper,13,1.60572E+12,0.01532022,0.004155313,0.015644066,0.292680992,0.380194562,0.110821526,1.226525942,0.068324319,112.9355693,81.37876204,-0.136725363,15.64760635,1.158500919,2.708640871,3.204182165,0.048664874,4.255161918,-1.317650987,0.198869829,-5.21030999,0.622258299,-4.265798627,-1.565152398,0.864942871,-0.149455115,0.410206285,1.554848315,0.150649737,0.183450134,-0.735722907
1,Card Flipper,13,1.60572E+12,0.02322098,0.005750592,0.021217462,0.289525491,0.373604832,0.073667576,1.238009584,0.004914577,108.7931944,84.19478712,-0.72972881,13.88172393,0.461238475,2.11117626,3.597182419,0.172499574,4.786507307,-1.172966349,0.190484039,-5.485876034,0.803957429,-1.791905928,-1.771339844,0.51498722,-0.155971553,0.338469555,1.164223302,0.28984735,0.225676943,-0.55804311
1,Card Flipper,14,1.60572E+12,0.261671009,0.117313883,0.198337364,0.066498658,0.034035485,0.00568211,1.608263697,0.401403474,109.146786,43.56518952,-1.045005912,1.846654096,0.15689782,-1.553033086,-2.31206288,0.728633702,-1.227357417,-0.793417687,-1.611262508,-1.256802246,0.240135171,-0.630142522,0.611548422,0.046356339,0.362558131,-0.662144456,0.5034954,-0.271106012,0.902345924,0.036143112
1,Card Flipper,14,1.60572E+12,0.218805126,0.386932589,0.000681264,0.088663793,0.018358309,0.662869129,1.830605395,0.399080841,100.3296039,26.28033898,-2.224767846,6.92403629,8.780023535,-6.313715358,-6.950845363,-1.183145918,0.385905782,0.841997098,1.568579824,-5.508890083,1.657220043,-6.79920149,-0.07223262,-1.037054803,-0.267334106,-0.259519509,-0.515497069,-1.219540578,-0.129625953,-0.15245289
1,Card Flipper,14,1.60572E+12,0.287247674,0.483350504,0.003614695,0.169484247,0.017752744,0.332026804,1.880287395,0.379363113,96.68994731,25.34959093,0.02192328,4.839923415,9.478768372,-7.001420562,-5.260995002,-0.618196916,-0.043616187,0.786274746,1.143295049,-3.672665277,1.344139846,-6.965415627,0.188173919,-1.01159222,-0.320268954,0.49707453,-0.051749486,-1.806354807,-0.05248652,-0.481288703
1,Card Flipper,14,1.60572E+12,0.21676567,0.538740226,0.00688371,0.086301877,0.018906088,0.255248766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,14,1.60572E+12,0.185768088,0.462320867,0.00848777,0.08263812,0.021868521,0.251777991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,14,1.60572E+12,0.157675286,0.379828728,0.010003044,0.078383416,0.025736312,0.255797165,0.822159622,0.155599369,120.5386688,62.02939721,0.269064635,0.7814134,0.739049549,-2.08428535,0.232775952,-0.626152313,1.683626738,0.047783289,-0.357673963,0.866134285,-0.000979657,0.3363127,-0.91887963,-0.402756916,0.141824044,0.106293791,0.064690307,0.018760003,-0.203975695,0.241326751
1,Card Flipper,14,1.60572E+12,0.112944823,0.18889111,0.021196662,0.038651536,0.050546893,0.296076775,0.72840132,0.063752608,124.1721149,73.48419475,-0.495838523,14.11313151,-4.237809617,-7.308462499,0.248309823,0.516265184,-2.669579574,-1.305122347,-1.820915622,1.15178636,-0.061571774,-7.113430559,1.432590771,-0.012105917,0.912603313,-0.135991031,-0.448033775,-0.783202609,-0.232342426,0.776215902
1,Card Flipper,14,1.60572E+12,0.36897349,0.1466298,0.028481826,0.009861878,0.046727486,0.034992012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Card Flipper,14,1.60572E+12,0.30036483,0.154834349,0.035126116,0.016750953,0.051070913,0.032013991,1.977549658,-0.732232361,20.10185138,99.18882635,-1.274963809,-1.012173484,1.349325736,1.538415222,2.05120618,-1.268054922,-1.260547703,2.755570297,0.457250648,2.346278195,-1.226757563,2.003096232,-0.003441217,0.112447862,1.194455594,0.971522636,0.11705905,-0.936076107,0.313661236,0.952774094
1,Card Flipper,14,1.60572E+12,0.042745436,0.109223672,0.351344516,0.153822178,0.236870941,0.031814402,1.447535489,-0.108770771,97.37525022,97.73576227,-30.39812482,-13.15161455,-7.800816143,3.31188898,-1.762147711,5.590701007,-3.421140049,-4.028155068,-0.716868737,7.70506868,0.541720999,7.072198223,0.704542824,0.340111695,-1.180331944,-0.354467648,0.598884327,-0.349628462,0.028144267,0.225628186
1,Card Flipper,14,1.60572E+12,0.33570664,0.21270079,0.024062472,0.007363829,0.009649707,0.038583242,1.472506328,-0.549225743,88.21066293,100.1097538,-0.706918631,0.522922441,1.604678347,1.426695969,0.405588099,-0.38293492,-0.877682044,0.791204956,0.157391702,-1.174849465,0.172308729,0.363185933,-0.032807469,0.289253515,-0.296487405,-0.238521731,0.493280397,-1.002393984,-0.384419804,0.239465076
1,Card Flipper,14,1.60572E+12,0.11399101,0.011587404,0.376173767,0.018429977,0.008668763,0.008526953,2.216583463,0.001590529,66.02244525,24.33819432,1.90943798,1.123100304,-0.883355896,-2.22398901,1.092296952,-1.177468013,0.239345874,0.483490719,-0.61437238,-0.678106455,0.486185419,-0.006354757,-0.283534336,0.752122263,1.113372673,0.334113473,-0.465628379,-0.837563851,-0.014456213,0.619082748
1,Card Flipper,14,1.60572E+12,0.425094939,0.404164376,0.00022127,0.001135768,0.001790083,0.460324194,1.923558157,0.028620228,83.65985642,42.7922868,15.71997902,12.02030179,8.599581472,-5.185039166,-4.781994658,1.179969911,2.474273428,-1.722866233,-2.648079471,5.092124058,-0.348906066,7.113430559,0.75872496,-0.447258566,-0.801200408,-0.170741486,-0.003811444,-0.21726298,-0.410262915,0.667579602
1,Card Flipper,14,1.60572E+12,0.336374546,0.350295404,0.001004637,0.007807411,0.002793302,0.360460166,1.870725351,-0.023907774,88.02776015,47.86179266,14.085649,9.62052787,0.489357116,-2.157385783,-4.58463972,-0.570093,2.061572663,1.150395528,-0.812742141,2.449705235,-1.426718769,3.226311878,-2.149995041,-0.216593081,-0.614614709,-0.303369927,2.081034873,-0.467678768,-0.319569838,-0.668111183
1,Card Flipper,14,1.60572E+12,0.038819756,0.055473452,0.012099031,0.199498321,0.126896013,0.460794199,0.619078481,0.066243671,127.2588743,86.09993707,3.892456051,19.05649845,8.360299498,-2.637520688,0.20567188,0.587618682,0.641964456,-0.208187225,-0.234510364,-6.892293556,0.778922577,-6.793039558,0.315741381,-0.229699522,-0.019319573,0.106566097,-0.132351317,-0.092286756,-0.289090255,0.222985648
