iteracao;minimo;maximo;media;std;moda;curtose;acerto_sigmoid;tempo_sigmoid;acerto_sine;tempo_sine;acerto_hardlim;tempo_hardlim;acerto_tribas;tempo_tribas;acerto_dilatacao;tempo_dilatacao;acerto_erosao;tempo_erosao
4;0.200000;0.800000;0.501529;0.173985;0.200000;1.783268;
