,Papel,RMSE_0,RMSE_1,Open,High,Low,Adj Close,Volume,EMA_10,SMA_10,EMA_20,SMA_20,EMA_50,SMA_50,EMA_100,SMA_100,EMA_200,SMA_200,ATR,CCI,ROC,RSI,WCL,Close,RMSE2_0,RMSE2_1
31,BBRK3,0.6017866134643555,0.5172624588012695,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.08242988586425781,0.1406106948852539
32,BBSE3,0.008037567138671875,0.10918235778808594,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1339244842529297,0.013957977294921875
33,BDLL4,0.1732482910156179,0.18478775024414773,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5698776245117259,0.006179809570319605
34,BEEF3,0.0754232406616211,0.020569801330566406,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08328437805175781,0.040175437927246094
35,BEES3,0.014945030212402344,0.004038453102111816,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.046666860580444336,0.00605618953704834
36,BEES4,0.022090673446655273,0.00048661231994628906,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03241276741027832,0.007913827896118164
37,BGIP3,3.89536190032959,5.113706588745117,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19.67332649230957,13.80339241027832
38,BGIP4,0.23662185668945312,0.000659942626953125,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5174331665039062,0.138641357421875
39,BHGR3,0.011188507080078125,0.030731201171875,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.03774070739746094,0.01743316650390625
40,BIOM3,0.051563262939453125,0.0782785415649414,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.058640480041503906,0.04915046691894531
41,BMEB3,0.2646217346191406,0.05922889709472656,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0506291389465332,0.040560245513916016
42,BMEB4,0.012690544128417969,0.10443401336669922,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.035419464111328125,0.01639413833618164
43,BMIN3,0.108001708984375,0.5485305786132812,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0987930297851562,1.2431869506835938
44,BMIN4,0.08691787719726562,0.3206520080566406,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4333953857421875,0.10322189331054688
45,BMKS3,1.017547607421875,2.6663818359375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.996978759765625,2.511199951171875
46,BNBR3,0.06000518798828125,0.021221160888671875,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05825614929199219,0.000423431396484375
47,BOBR4,0.00018072128295898438,0.01615428924560547,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.010818004608154297,0.030607223510742188
48,BPAN4,0.09526216983795166,0.2148970365524292,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07284438610076904,0.03160810470581055
49,BPHA3,0.2449355125427246,0.04190349578857422,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.026640892028808594,0.09934329986572266
50,BRAP3,0.13783645629882812,0.005183219909667969,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11014556884765625,0.009116172790527344
