,Papel,RMSE_0,RMSE_1,Open,High,Low,Adj Close,Volume,EMA_10,SMA_10,EMA_20,SMA_20,EMA_50,SMA_50,EMA_100,SMA_100,EMA_200,SMA_200,ATR,CCI,ROC,RSI,WCL,Close,RMSE2_0,RMSE2_1
22,JHSF3,0.01358175277709961,0.012021303176879883,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0033559799194335938,0.016640186309814453
23,JOPA3,0.035778045654296875,0.05092620849609375,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03660392761230469,0.1405315399169922
24,JOPA4,0.3030872344970703,0.0510406494140625,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.12486839294433594,0.004886627197265625
25,JPSA3,0.018071651458740234,0.013359546661376953,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04180002212524414,0.011127471923828125
26,KEPL3,0.7024097442626953,0.16835594177246094,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2561359405517578,0.0006732940673828125
27,KLBN3,0.15584850311279297,0.011592864990234375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.028575897216796875,0.03493928909301758
28,KLBN4,0.0041081905364990234,0.01619553565979004,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.0038263797760009766,0.0971982479095459
29,LAME3,0.15288829803466797,0.06928825378417969,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.021262168884277344,0.06134796142578125
30,LAME4,1.3829269409179688,15.64306926727295,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.35425615310669,24.057347297668457
31,LCAM3,0.06884384155273438,0.0934591293334961,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.20326900482177734,0.4225130081176758
32,LEVE3,0.03811454772949219,0.1328754425048828,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00246429443359375,0.001445770263671875
33,LIGT3,0.19072914123535156,0.1698474884033203,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15347671508789062,0.12224483489990234
34,LINX3,0.17071533203124645,0.06540870666503551,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.05733871459960582,0.04084205627441051
35,LIPR3,0.07084274291992188,0.3447227478027344,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.6240501403808594,0.11284637451171875
36,LLIS3,0.4499702453613281,0.1356201171875,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23043060302734375,0.0376434326171875
37,LOGN3,0.09482216835021973,0.0005934238433837891,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.06167745590209961,0.017740488052368164
38,LPSB3,0.02744150161743164,0.026471614837646484,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04977846145629883,0.021756649017333984
39,LREN3,5.008167266845703,19.968003273010254,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2662277221679688,2.296916961669922
40,LUPA3,6.101078033447266,12.056098937988281,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.940683603286743,7.131003379821777
41,LUXM3,0.004055023193359375,0.005046844482421875,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.004564762115478516,0.004527091979980469
42,LUXM4,0.062374114990234375,0.02098846435546875,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08919811248779297,0.03470897674560547
43,MAPT3,4888.08349609375,3373.94287109375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3934.101806640625,3313.5322265625
44,MAPT4,5.996835500001907,15.486522197723389,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.464504539966583,4.729185581207275
45,MDIA3,0.3788108825683594,0.0523681640625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0680999755859375,0.3233299255371094
46,MEAL3,0.0756235122680664,0.15686750411987305,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02781391143798828,0.023898601531982422
47,MEND6,0.05141448974609375,0.03824138641357422,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.08844757080078125,0.0018758773803710938
48,MERC3,0.092803955078125,0.06081390380859375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.016806602478027344,0.10566329956054688
49,MERC4,0.03560686111450195,0.011350154876708984,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0049381256103515625,0.003090381622314453
50,MGEL4,0.010551214218139648,0.15477752685546875,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051432132720947266,0.02395153045654297
51,MGLU3,0.028427600860595703,0.03819847106933594,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.39738893508911133,0.3798656463623047
52,MILS3,0.05477643013000488,0.06377029418945312,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006386280059814453,0.004708528518676758
53,MMXM3,3.743314027786255,6.408014535903931,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.138158798217773,0.25659847259521484
54,MNDL3,2.3180742263793945,0.7009034156799316,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8313961029052734,0.5722942352294922
55,MNPR3,718.393798828125,1563.646484375,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,36.69380187988281,1095.88818359375
56,MOAR3,0.279083251953125,0.34561920166015625,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1.2825164794921875,2.1473617553710938
57,MRFG3,0.0833888053894043,0.023272037506103516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.042531490325927734,0.046540260314941406
58,MRSA3B,0.01729726791381747,0.00020408630371004932,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.11158180236816495,0.05554533004760831
59,MRVE3,0.002473831176756036,0.11693763732909979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04423141479492365,0.07626914978027166
60,MSPA3,0.17638397216796875,0.1394634246826172,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1334209442138672,0.011083602905273438
61,MSPA4,0.021923065185546875,0.23995208740234375,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31667327880859375,0.023288726806640625
