,Papel,RMSE_0,RMSE_1,Open,High,Low,Adj Close,Volume,EMA_10,SMA_10,EMA_20,SMA_20,EMA_50,SMA_50,EMA_100,SMA_100,EMA_200,SMA_200,ATR,CCI,ROC,RSI,WCL,Close,RMSE2_0,RMSE2_1
12,EALT4,0.0006966590881347656,0.007637739181518555,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006793022155761719,0.003319859504699707
13,ECOR3,0.054386138916015625,0.04288482666015625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041344642639160156,0.03605079650878906
14,ECPR3,0.027898788452148438,0.022800445556640625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0363922119140625,0.03063201904296875
15,ECPR4,0.09910964965821023,0.09526443481444602,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2703704833984304,0.013931274414055395
16,EEEL3,0.39239501953125,0.7354278564453125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0193939208984375,0.9332427978515625
17,EEEL4,1.7424774169921875,1.2490615844726562,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3335723876953125,0.712432861328125
18,EGIE3,0.4431266784667969,0.164276123046875,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.6847763061523438,0.40917396545410156
19,EKTR3,5.381019592285156,5.983617782592773,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.479501724243164,0.8727779388427734
20,EKTR4,0.20231056213378906,0.40349769592285156,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.09410667419433594,0.0018463134765625
21,ELET3,0.004540443420410156,0.026926040649414062,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.035582542419433594,0.026637554168701172
22,ELET5,0.15265655517578125,0.10975837707519531,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0723419189453125,0.015943527221679688
23,ELET6,0.05548286437988281,0.02887725830078125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04525184631347656,0.03352546691894531
24,EMAE4,0.05091571807861328,0.04603743553161621,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.023266315460205078,0.0015971660614013672
25,EMBR3,0.06195640563965199,0.05376815795898082,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15396690368651988,0.04067993164062145
26,ENAT3,0.0160064697265625,0.08734130859375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009199142456054688,0.06789970397949219
27,ENBR3,0.014200210571289062,0.015990257263183594,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0878896713256836,0.04274177551269531
28,ENEV3,0.13036084175109863,0.15413594245910645,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.017145872116088867,0.05308055877685547
29,ENGI11,0.12997817993164062,0.03977203369140625,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0643310546875,0.23463058471679688
30,ENGI3,0.02162623405456543,0.014469385147094727,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.018367767333984375,0.03725934028625488
31,ENGI4,0.08720207214355469,0.05753469467163086,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.005590915679931641,0.004731178283691406
32,ENMT3,0.14961719512939453,0.07672548294067383,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.08182954788208008,0.06406450271606445
33,ENMT4,0.05383729934692294,0.04175400733947843,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.002269744873045987,0.0084209442138663
34,EQMA3B,0.15710067749023793,0.06770324707031605,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.12769889831542613,0.2776832580566442
35,EQPA3,31.735987067222595,16.70644438266754,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8911771178245544,0.7751774787902832
36,EQPA5,0.06802916526794434,0.03347277641296387,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.038622140884399414,0.002896547317504883
37,EQPA7,0.01557624340057373,0.008695006370544434,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.004294395446777344,0.0061969757080078125
38,EQTL3,0.09089660644531428,0.090151786804201,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.005004882812501776,0.08445167541504084
39,ESTR4,0.028559207916259766,0.012196540832519531,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.029380321502685547,0.0025572776794433594
40,ETER3,0.07959938049316406,0.06276702880859375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.022909164428710938,0.04393196105957031
41,EUCA3,16.214910745620728,62.08401107788086,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,581.8245964050293,89.89013290405273
42,EUCA4,0.05629372596740723,0.010967254638671875,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002054929733276367,0.021333694458007812
43,EVEN3,0.04015207290649414,0.010767221450805664,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02329540252685547,0.02581048011779785
44,FESA3,4.61439323425293,14.029633522033691,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.573121070861816,3.5268096923828125
45,FESA4,0.0790872573852539,0.031826019287109375,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03513002395629883,0.046373844146728516
46,FHER3,0.04767203330993652,0.007308244705200195,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.008075237274169922,0.008079290390014648
47,FLRY3,0.5277862548828125,0.10840988159179688,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.677520751953125,0.259796142578125
48,FRAS3,0.10190439224243164,0.016183853149414062,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01875782012939453,0.0005998611450195312
49,FRIO3,1.2565231323242188,1.0072708129882812,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4296150207519531,0.6067352294921875
50,FRTA3,0.08031654357910156,0.10635566711425781,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06535720825195312,0.10886192321777344
51,GEPA3,0.03441619873046875,0.05515289306640625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08953475952148438,0.00189208984375
52,GEPA4,0.3186607360839844,0.43935394287109375,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29315948486328125,0.06870651245117188
53,GFSA3,0.12735366821289062,0.3811798095703125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.10077095031738281,0.06384849548339844
54,GGBR3,0.1603536605834961,0.019478797912597656,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0056285858154296875,0.07709884643554688
55,GGBR4,0.0014090538024902344,0.03092670440673828,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05041360855102539,0.020705223083496094
56,GOAU3,0.5465824604034424,0.38381171226501465,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04816150665283203,0.027401089668273926
57,GOAU4,0.0109100341796875,0.10089778900146484,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09687995910644531,0.014341354370117188
58,GOLL4,0.08345460891723544,0.13208627700805753,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.04145717620849698,0.08070135116577237
59,GPAR3,0.2630290985107422,0.2982816696166992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.02622222900390625,0.034873008728027344
60,GPCP3,0.031272053718566895,0.08922958374023438,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005339145660400391,0.0070531368255615234
61,GPIV33,0.04200124740600586,0.02394723892211914,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07344627380371094,0.015636920928955078
62,GRND3,0.024517059326171875,0.030202865600585938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.024136066436767578,0.12172746658325195
63,GSHP3,1.327117919921875,0.6340789794921875,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.358062744140625,0.2069091796875
