,Unnamed: 0,Papel,Unnamed: 0.1,RMSE_0,RMSE_1,Open,High,Low,Adj Close,Volume,EMA_10,SMA_10,EMA_20,SMA_20,EMA_50,SMA_50,EMA_100,SMA_100,EMA_200,SMA_200,ATR,CCI,ROC,RSI,WCL,Close,RMSE2_0,RMSE2_1,Setor,Subsetor,Cat_Cluster
116,116,CRPG6,16,0.20371723175048828,0.0778341293334961,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.601531982421875,0.4245595932006836,Químicos,Químicos Diversos,B
117,117,CSAB3,17,0.30224609375,0.08849716186523438,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08045387268066406,0.011554718017578123,Previdência e Seguros,Seguradoras,C
118,118,CSAB4,18,0.11076736450195312,0.06886672973632812,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.12296676635742188,0.37310791015625,Previdência e Seguros,Seguradoras,C
119,119,CSAN3,19,0.009974479675292969,0.02526378631591797,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04021739959716797,0.06569957733154297,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",B
120,120,CSMG3,20,0.050765991210935724,0.012669563293455257,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02878093719482244,0.02327156066894709,Água e Saneamento,Água e Saneamento,B
121,121,CSNA3,21,0.06467103958129883,0.01815938949584961,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16375494003295898,0.05682563781738281,Siderurgia e Metalurgia,Siderurgia,B
122,122,CSRN3,22,0.22830772399902344,0.012053489685058594,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.020750045776367188,0.051957130432128906,Energia Elétrica,Energia Elétrica,B
123,123,CSRN5,23,0.039443016052246094,0.04139900207519531,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0032939910888671875,0.009217262268066406,Energia Elétrica,Energia Elétrica,B
124,124,CSRN6,24,0.0178680419921875,0.05705070495605469,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.033905982971191406,0.04706954956054688,Energia Elétrica,Energia Elétrica,B
125,125,CTKA3,25,1880.877904891968,222.83699607849118,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1463.2018795013428,3171.1265621185303,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
126,126,CTKA4,26,2.8138747215271,4.514286302030087,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2021417617797852,0.9571266174316406,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
127,127,CTNM3,0,2765.285195350647,4751.502968788147,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2862.616982460022,1075.1549463272097,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
128,128,CTNM4,1,0.011664152145385742,0.07402586936950684,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03683805465698242,0.02053689956665039,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
129,129,CTSA3,2,0.008253335952758789,0.01535153388977051,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002388596534729004,0.003472328186035156,"Tecidos, Vestuário e Calçados",Fios e Tecidos,R
130,130,CTSA4,3,0.004365384578704834,0.009474456310272215,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0004015564918518065,0.0025942325592041016,"Tecidos, Vestuário e Calçados",Fios e Tecidos,R
131,131,CYRE3,4,0.014978408813476562,0.10790157318115234,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.025438308715820312,0.007295608520507811,Construção Civil,Incorporações,B
132,132,DASA3,5,0.5659942626953125,0.3202171325683594,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1032733917236328,0.28275108337402344,Análises e Diagnósticos,Análises e Diagnósticos,B
133,133,DIRR3,6,0.026052474975585938,0.017681598663330078,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02025079727172852,0.006114006042480469,Construção Civil,Incorporações,B
134,134,DOHL3,7,0.23636341094970706,0.14362573623657227,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.014112472534179688,0.02111959457397461,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
135,135,DOHL4,8,0.017436504364013672,0.009441614151000977,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006074428558349609,0.0025000572204589844,"Tecidos, Vestuário e Calçados",Fios e Tecidos,B
136,136,DTCY3,9,0.027102947235107425,0.08060312271118164,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05246400833129883,0.12467145919799805,Serviços Diversos,Serviços Diversos,B
137,137,DTEX3,10,0.053955078125001776,0.11833238601684393,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01140499114990412,0.00884342193603338,Madeira e Papel,Madeira,B
138,138,EALT3,11,0.05564069747924805,0.18320560455322266,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.06537199020385742,0.15801286697387695,Máquinas e Equipamentos,Máq. e Equip. Industriais,B
139,139,EALT4,12,0.0006966590881347656,0.007637739181518555,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006793022155761719,0.003319859504699707,Máquinas e Equipamentos,Máq. e Equip. Industriais,B
140,140,ECOR3,13,0.054386138916015625,0.04288482666015625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04134464263916016,0.03605079650878906,Transporte,Exploração de Rodovias,R
141,141,ECPR3,14,0.02789878845214844,0.022800445556640625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0363922119140625,0.03063201904296875,"Tecidos, Vestuário e Calçados",Fios e Tecidos,E
142,142,ECPR4,15,0.09910964965821024,0.09526443481444602,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2703704833984304,0.013931274414055395,"Tecidos, Vestuário e Calçados",Fios e Tecidos,E
143,143,EEEL3,16,0.39239501953125,0.7354278564453125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0193939208984375,0.9332427978515624,Energia Elétrica,Energia Elétrica,R
144,144,EEEL4,17,1.7424774169921875,1.2490615844726562,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3335723876953125,0.712432861328125,Energia Elétrica,Energia Elétrica,R
145,145,EGIE3,18,0.4431266784667969,0.164276123046875,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.6847763061523438,0.4091739654541016,Energia Elétrica,Energia Elétrica,B
146,146,EKTR3,19,5.381019592285156,5.9836177825927725,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.479501724243164,0.8727779388427734,Energia Elétrica,Energia Elétrica,B
147,147,EKTR4,20,0.20231056213378906,0.4034976959228516,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.09410667419433594,0.0018463134765625,Energia Elétrica,Energia Elétrica,B
148,148,ELET3,21,0.004540443420410156,0.026926040649414062,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.035582542419433594,0.02663755416870117,Energia Elétrica,Energia Elétrica,R
149,149,ELET5,22,0.15265655517578125,0.10975837707519533,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0723419189453125,0.015943527221679688,Energia Elétrica,Energia Elétrica,R
150,150,ELET6,23,0.05548286437988281,0.02887725830078125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04525184631347656,0.03352546691894531,Energia Elétrica,Energia Elétrica,R
151,151,EMAE4,24,0.05091571807861328,0.04603743553161621,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02326631546020508,0.0015971660614013672,Energia Elétrica,Energia Elétrica,B
152,152,EMBR3,25,0.06195640563965199,0.053768157958980815,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15396690368651988,0.04067993164062145,Material de Transporte,Material Aeronáutico e de Defesa,R
153,153,ENAT3,26,0.0160064697265625,0.08734130859375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009199142456054688,0.06789970397949219,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",B
154,154,ENBR3,27,0.014200210571289062,0.015990257263183594,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0878896713256836,0.04274177551269531,Energia Elétrica,Energia Elétrica,B
155,155,ENEV3,28,0.13036084175109866,0.15413594245910645,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.017145872116088867,0.05308055877685547,Energia Elétrica,Energia Elétrica,B
156,156,ENGI11,29,0.12997817993164062,0.03977203369140625,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0643310546875,0.2346305847167969,Energia Elétrica,Energia Elétrica,B
157,157,ENGI3,30,0.02162623405456543,0.014469385147094728,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.018367767333984368,0.03725934028625488,Energia Elétrica,Energia Elétrica,B
158,158,ENGI4,31,0.08720207214355469,0.05753469467163086,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.005590915679931641,0.004731178283691406,Energia Elétrica,Energia Elétrica,B
159,159,ENMT3,32,0.14961719512939453,0.07672548294067383,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.08182954788208008,0.06406450271606445,Energia Elétrica,Energia Elétrica,B
160,160,ENMT4,33,0.05383729934692294,0.041754007339478434,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0022697448730459877,0.0084209442138663,Energia Elétrica,Energia Elétrica,B
161,161,EQMA3B,34,0.15710067749023793,0.06770324707031605,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.12769889831542613,0.2776832580566442,Energia Elétrica,Energia Elétrica,B
162,162,EQPA3,35,31.735987067222595,16.706444382667538,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8911771178245544,0.7751774787902832,Energia Elétrica,Energia Elétrica,B
163,163,EQPA5,36,0.06802916526794434,0.03347277641296387,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.038622140884399414,0.002896547317504883,Energia Elétrica,Energia Elétrica,B
164,164,EQPA7,37,0.01557624340057373,0.008695006370544434,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.004294395446777344,0.006196975708007813,Energia Elétrica,Energia Elétrica,B
165,165,EQTL3,38,0.09089660644531428,0.090151786804201,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0050048828125017755,0.08445167541504084,Energia Elétrica,Energia Elétrica,B
166,166,ESTR4,39,0.02855920791625977,0.012196540832519531,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02938032150268555,0.0025572776794433594,Viagens e Lazer,Brinquedos e Jogos,B
167,167,ETER3,40,0.07959938049316406,0.06276702880859375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.022909164428710938,0.04393196105957031,Construção e Engenharia,Produtos para Construção,B
168,168,EUCA3,41,16.214910745620728,62.08401107788086,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,581.8245964050292,89.89013290405273,Madeira e Papel,Madeira,B
169,169,EUCA4,42,0.056293725967407234,0.010967254638671877,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002054929733276367,0.02133369445800781,Madeira e Papel,Madeira,B
170,170,EVEN3,43,0.04015207290649414,0.010767221450805664,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02329540252685547,0.02581048011779785,Construção Civil,Incorporações,B
171,171,FESA3,44,4.61439323425293,14.029633522033693,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.573121070861816,3.5268096923828125,Siderurgia e Metalurgia,Siderurgia,B
172,172,FESA4,45,0.0790872573852539,0.031826019287109375,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03513002395629883,0.046373844146728516,Siderurgia e Metalurgia,Siderurgia,B
173,173,FHER3,46,0.047672033309936516,0.007308244705200195,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.008075237274169922,0.008079290390014648,Químicos,Fertilizantes e Defensivos,R
174,174,FLRY3,47,0.5277862548828125,0.10840988159179688,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.677520751953125,0.259796142578125,Análises e Diagnósticos,Análises e Diagnósticos,B
175,175,FRAS3,48,0.10190439224243164,0.016183853149414062,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01875782012939453,0.0005998611450195312,Material de Transporte,Material Rodoviário,B
176,176,FRIO3,49,1.2565231323242188,1.0072708129882812,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4296150207519531,0.6067352294921875,Máquinas e Equipamentos,Máq. e Equip. Industriais,D
177,177,FRTA3,50,0.08031654357910156,0.1063556671142578,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06535720825195312,0.10886192321777344,Agropecuária,Agricultura,B
178,178,GEPA3,51,0.03441619873046875,0.05515289306640625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08953475952148438,0.00189208984375,Energia Elétrica,Energia Elétrica,B
179,179,GEPA4,52,0.3186607360839844,0.43935394287109375,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.29315948486328125,0.06870651245117188,Energia Elétrica,Energia Elétrica,B
180,180,GFSA3,53,0.12735366821289062,0.3811798095703125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1007709503173828,0.06384849548339844,Construção Civil,Incorporações,B
181,181,GGBR3,54,0.1603536605834961,0.019478797912597656,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005628585815429688,0.07709884643554688,Siderurgia e Metalurgia,Siderurgia,B
182,182,GGBR4,55,0.0014090538024902346,0.03092670440673828,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05041360855102539,0.02070522308349609,Siderurgia e Metalurgia,Siderurgia,B
183,183,GOAU3,56,0.5465824604034424,0.38381171226501465,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04816150665283203,0.027401089668273933,Siderurgia e Metalurgia,Siderurgia,B
184,184,GOAU4,57,0.0109100341796875,0.10089778900146484,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09687995910644533,0.014341354370117188,Siderurgia e Metalurgia,Siderurgia,B
185,185,GOLL4,58,0.08345460891723544,0.13208627700805753,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.04145717620849698,0.08070135116577237,Transporte,Transporte Aéreo,B
186,186,GPAR3,59,0.2630290985107422,0.2982816696166992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.02622222900390625,0.034873008728027344,Energia Elétrica,Energia Elétrica,B
187,187,GPCP3,60,0.031272053718566895,0.08922958374023438,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005339145660400391,0.0070531368255615234,Químicos,Petroquímicos,B
188,188,GPIV33,61,0.04200124740600586,0.02394723892211914,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07344627380371094,0.015636920928955078,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,B
189,189,GRND3,62,0.024517059326171875,0.030202865600585938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.02413606643676757,0.12172746658325195,"Tecidos, Vestuário e Calçados",Calçados,B
190,190,GSHP3,63,1.327117919921875,0.6340789794921875,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.358062744140625,0.2069091796875,Exploração de Imóveis,Exploração de Imóveis,R
191,191,GUAR3,0,0.0479736328125,0.3075408935546875,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3917999267578125,0.3897857666015625,Comércio,"Tecidos, Vestuário e Calçados",B
192,192,HAGA3,1,0.013683319091796877,0.0555419921875,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06002616882324219,0.0689096450805664,Construção e Engenharia,Produtos para Construção,R
193,193,HAGA4,2,0.004385471343994141,0.00787973403930664,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.017347335815429688,0.01835870742797852,Construção e Engenharia,Produtos para Construção,R
194,194,HBOR3,3,0.008065462112426758,0.004399776458740234,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.004886984825134277,0.0006390810012817383,Construção Civil,Incorporações,B
195,195,HBTS5,4,0.03966999053955078,0.05641365051269531,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12491226196289062,0.008639335632324219,Exploração de Imóveis,Exploração de Imóveis,B
196,196,HETA4,5,1.1670632362365725,0.3653864860534668,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2783045768737793,0.02174854278564453,Utilidades Domésticas,Utensílios Domésticos,B
197,197,HGTX3,6,0.007028579711914063,0.597264289855957,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2578067779541016,0.18282318115234367,"Tecidos, Vestuário e Calçados",Vestuário,B
198,198,HOOT4,7,2486.4092454910283,229.90175342559812,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1925.1403245925906,352.113377571106,Hoteis e Restaurantes,Hotelaria,B
199,199,HYPE3,8,0.22413039207458496,0.09857892990112303,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.48641490936279297,0.7002377510070801,Comércio e Distribuição,Medicamentos e Outros Produtos,B
200,200,IGBR3,9,0.18357086181640625,0.29242515563964844,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36881446838378906,0.210540771484375,Exploração de Imóveis,Exploração de Imóveis,C
201,201,IGTA3,10,0.017376184463500977,0.02194046974182129,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.013986587524414062,0.0005805492401123048,Exploração de Imóveis,Exploração de Imóveis,B
202,202,INEP3,11,0.2456092834472692,0.05233955383301137,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11067008972168324,0.12139892578125355,Máquinas e Equipamentos,Máq. e Equip. Industriais,B
203,203,INEP4,12,0.10676956176757812,0.10523033142089844,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.12466049194335938,0.062322139739990234,Máquinas e Equipamentos,Máq. e Equip. Industriais,B
204,204,ITSA3,13,0.0660016536712642,0.14050006866455125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05868244171142624,0.09472894668579056,Intermediários Financeiros,Bancos,B
205,205,ITSA4,14,0.013388633728027344,0.01057577133178711,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.05300426483154297,0.0002384185791015625,Intermediários Financeiros,Bancos,B
206,206,ITUB3,15,0.0012969970703125,0.04568767547607422,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0444951057434082,0.08063650131225586,Intermediários Financeiros,Bancos,A
207,207,ITUB4,16,0.04404640197753906,0.1400928497314453,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.10190582275390624,0.04201698303222656,Intermediários Financeiros,Bancos,A
208,208,JBDU3,17,0.21002960205078125,0.07806968688964844,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.6456756591796875,0.8515892028808594,Outros,Outros,E
209,209,JBDU4,18,69.87384033203125,316.5320663452148,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.0062255859375,71.64306640625,Outros,Outros,E
210,210,JBSS3,19,156.03524017333984,57.14700698852539,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.46234893798828,34.85724639892578,Alimentos Processados,Carnes e Derivados,B
211,211,JFEN3,20,0.1425762176513672,0.21015262603759768,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08979415893554688,0.00856924057006836,Construção Civil,Incorporações,B
212,212,JHSF3,21,0.19717025756835932,0.2512931823730469,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0327911376953125,0.00289154052734375,Construção Civil,Incorporações,B
213,213,JOPA3,22,0.01358175277709961,0.012021303176879885,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.003355979919433593,0.016640186309814453,Alimentos Processados,Alimentos Diversos,B
214,214,JOPA4,23,0.035778045654296875,0.05092620849609375,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03660392761230469,0.1405315399169922,Alimentos Processados,Alimentos Diversos,B
215,215,JPSA3,24,0.3030872344970703,0.0510406494140625,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.12486839294433595,0.004886627197265625,Exploração de Imóveis,Exploração de Imóveis,B
216,216,KEPL3,25,0.01807165145874024,0.013359546661376951,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04180002212524414,0.011127471923828123,Máquinas e Equipamentos,Máq. e Equip. Industriais,B
217,217,KLBN3,26,0.7024097442626953,0.16835594177246094,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2561359405517578,0.0006732940673828125,Madeira e Papel,Papel e Celulose,B
218,218,KLBN4,27,0.15584850311279294,0.011592864990234377,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.028575897216796875,0.03493928909301758,Madeira e Papel,Papel e Celulose,B
219,219,LAME3,28,0.004108190536499024,0.01619553565979004,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0.0038263797760009774,0.0971982479095459,Comércio,Produtos Diversos,B
220,220,LAME4,29,0.15288829803466794,0.06928825378417969,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.021262168884277344,0.06134796142578125,Comércio,Produtos Diversos,B
221,221,LCAM3,30,1.3829269409179688,15.64306926727295,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.354256153106693,24.057347297668446,Diversos,Aluguel de carros,B
222,222,LEVE3,31,0.06884384155273438,0.0934591293334961,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.2032690048217773,0.4225130081176758,Automóveis e Motocicletas,Automóveis e Motocicletas,B
223,223,LIGT3,32,0.03811454772949219,0.1328754425048828,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00246429443359375,0.001445770263671875,Energia Elétrica,Energia Elétrica,B
224,224,LINX3,33,0.1907291412353516,0.1698474884033203,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15347671508789062,0.12224483489990234,Programas e Serviços,Programas e Serviços,B
225,225,LIPR3,34,0.17071533203124645,0.06540870666503551,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.05733871459960582,0.04084205627441051,Energia Elétrica,Energia Elétrica,E
226,226,LLIS3,35,0.07084274291992188,0.3447227478027344,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.6240501403808594,0.11284637451171875,Comércio,"Tecidos, Vestuário e Calçados",B
227,227,LOGN3,36,0.4499702453613281,0.1356201171875,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2304306030273437,0.0376434326171875,Transporte,Transporte Hidroviário,B
228,228,LPSB3,37,0.09482216835021973,0.0005934238433837893,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.06167745590209961,0.017740488052368164,Exploração de Imóveis,Intermediação Imobiliária,B
229,229,LREN3,38,0.02744150161743164,0.026471614837646484,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04977846145629883,0.021756649017333984,Comércio,"Tecidos, Vestuário e Calçados",B
230,230,LUPA3,39,5.008167266845703,19.968003273010254,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2662277221679688,2.296916961669922,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,R
231,231,LUXM3,40,6.1010780334472665,12.05609893798828,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.940683603286743,7.131003379821777,Transporte,Transporte Hidroviário,B
232,232,LUXM4,41,0.004055023193359375,0.005046844482421875,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.004564762115478516,0.004527091979980469,Transporte,Transporte Hidroviário,B
233,233,MAPT3,42,0.062374114990234375,0.02098846435546875,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08919811248779297,0.03470897674560547,Outros,Outros,E
234,234,MAPT4,43,4888.08349609375,3373.94287109375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3934.101806640625,3313.5322265625,Outros,Outros,E
235,235,MDIA3,44,5.996835500001907,15.486522197723387,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.464504539966582,4.729185581207275,Alimentos Processados,Alimentos Diversos,B
236,236,MEAL3,45,0.3788108825683594,0.0523681640625,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0680999755859375,0.3233299255371094,Hoteis e Restaurantes,Restaurante e Similares,B
237,237,MEND6,46,0.0756235122680664,0.15686750411987305,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02781391143798828,0.023898601531982425,,,R
238,238,MERC3,47,0.05141448974609375,0.03824138641357422,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.08844757080078125,0.0018758773803710933,Intermediários Financeiros,Soc. Crédito e Financiamento,A
239,239,MERC4,48,0.092803955078125,0.06081390380859375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.016806602478027344,0.10566329956054688,Intermediários Financeiros,Soc. Crédito e Financiamento,A
