,Papel,RMSE_0,RMSE_1,Open,High,Low,Adj Close,Volume,EMA_10,SMA_10,EMA_20,SMA_20,EMA_50,SMA_50,EMA_100,SMA_100,EMA_200,SMA_200,ATR,CCI,ROC,RSI,WCL,Close,RMSE2_0,RMSE2_1
15,BRSR5,0.04257678985595703,0.020247459411621094,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06914520263671875,0.007119178771972656
16,BRSR6,0.031116485595703125,0.041412353515625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.009111404418945312,0.06522369384765625
17,BSEV3,0.01503992080688521,0.041007757186889204,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.006030082702637163,0.021189451217650923
18,BSLI3,0.4614827632904053,0.08007192611694336,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.48028039932250977,0.36422038078308105
19,BSLI4,0.05486464500427202,0.0634384155273433,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.01015114784240767,0.012636899948119673
20,BTOW3,0.15655899047851562,0.09803009033203125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04543590545654297,0.028352737426757812
21,BTTL3,0.44402408599853516,0.1525402069091797,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.04087638854980469,0.03163337707519531
22,CARD3,0.03992414474487305,0.014412879943847656,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06875467300415039,0.019989967346191406
23,CASN3,0.0005559921264648438,0.002666950225830078,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.009297847747802734,0.00141143798828125
24,CBEE3,0.2853965759277344,0.12453460693359375,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13254165649414062,0.043277740478515625
25,CCPR3,0.28487491607666016,0.24699115753173828,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20131778717041016,0.03954792022705078
26,CCRO3,0.02196788787841797,0.10542106628417969,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0757761001586914,0.06325149536132812
27,CEBR3,0.3006725311279297,0.007640838623046875,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09856224060058594,0.06839752197265625
28,CEBR5,0.21301651000976562,0.1410694122314453,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1901702880859375,0.03145599365234375
29,CEBR6,0.1351299285888672,0.0031890869140625,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.16580581665039062,0.030704498291015625
30,CEDO3,2095.616445541382,5255.907461166382,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187.79201316833496,214.8655300140381
31,CEDO4,0.0387578010559082,0.00693511962890625,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0.007023334503173828,0.03197050094604492
32,CEEB3,0.24604415893554332,0.05684089660644176,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10070610046386363,0.06525230407714488
33,CEEB5,1.0408935546875,1.0712013244628906,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03692054748535156,0.035221099853515625
34,CEED3,0.4950599670410156,0.09578704833984375,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.04665946960449219,0.31534385681152344
35,CEED4,0.11885833740234375,0.03314208984375,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.029949188232421875,0.06319808959960938
36,CEGR3,0.7986888885498047,0.1390399932861328,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.07356452941894531,0.013278961181640625
37,CEPE3,0.07932662963867188,0.016920089721679688,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.9216537475585938,0.7952308654785156
38,CEPE5,0.04427909851074219,0.05236625671386719,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.11696434020996094,0.02813720703125
39,CEPE6,0.1644268035888672,0.04925537109375,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.007852554321289062,0.0113067626953125
40,CESP3,0.013820648193359375,0.001041412353515625,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05785560607910156,0.004215240478515625
41,CESP5,0.22074508666992188,0.030424118041992188,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2176055908203125,0.023000717163085938
42,CESP6,0.0057392120361328125,0.1440296173095703,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14877891540527344,0.13421630859375
43,CGAS3,607.750560760498,1619.4603385925293,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1968.8805046081543,8403.561290740967
44,CGAS5,0.16324615478515625,0.19692611694335938,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5659370422363281,0.14035797119140625
45,CGRA3,0.0321388244628924,0.02846431732177912,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13485431671142756,0.0520820617675799
46,CGRA4,0.04730319976806818,0.03388118743896307,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21646022796631037,0.189791679382326
47,CIEL3,0.23406028747558594,0.2811870574951172,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1.5960464477539062,0.9757270812988281
48,CLSC3,0.2041778564453125,0.15612411499023438,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.028051376342773438,0.05365753173828125
49,CLSC4,0.617828369140625,0.41424560546875,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15258407592773438,0.08659744262695312
